Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2013-02-11,13489.95,13489.95,13260.05,13367.7,13313.1,5103.0,680.87
2013-02-12,13251.05,13400.95,13115.55,13202.0,13206.3,6593.0,872.29
2013-02-13,13279.75,13296.95,12865.0,12875.25,12907.75,8151.0,1066.78
2013-02-14,12900.0,12902.85,12246.95,12280.0,12313.7,12818.0,1598.82
2013-02-15,12353.45,12551.7,12015.0,12520.0,12486.8,14508.0,1772.05
2013-02-18,12590.05,12590.05,12382.0,12450.2,12463.35,4319.0,538.96
2013-02-19,12695.9,12695.9,12412.3,12645.0,12620.45,5316.0,667.1
2013-02-20,12644.05,12750.0,12555.45,12724.0,12689.5,4809.0,609.97
2013-02-21,12621.0,12698.5,12301.5,12350.0,12353.6,5010.0,624.05
2013-02-22,12365.0,12505.0,12160.0,12380.25,12388.85,12339.0,1522.76
2013-02-25,12400.0,12415.2,12250.0,12250.0,12294.9,5098.0,627.85
2013-02-26,12297.2,12300.05,12126.65,12240.0,12220.45,4374.0,534.71
2013-02-27,12338.95,12550.6,12060.0,12165.0,12200.8,7171.0,876.69
2013-02-28,12260.9,12314.55,11261.1,11460.0,11427.75,26188.0,3060.6
2013-03-01,11379.0,11694.65,11111.65,11600.0,11572.7,6928.0,800.55
2013-03-04,11669.0,11779.95,11418.0,11644.0,11593.0,10373.0,1200.05
2013-03-05,11684.3,11970.0,11625.0,11970.0,11902.85,6343.0,747.03
2013-03-06,11970.0,12256.0,11925.1,12180.1,12181.3,7783.0,941.22
2013-03-07,12170.0,12641.95,12133.25,12597.0,12597.2,10505.0,1301.84
2013-03-08,12756.45,13020.0,12550.3,13000.0,12977.25,15067.0,1939.15
2013-03-11,13124.25,13124.25,12851.0,12851.0,12909.65,10582.0,1374.88
2013-03-12,12555.0,12973.75,12480.9,12810.0,12785.8,8673.0,1108.49
2013-03-13,12888.0,12888.0,12580.0,12699.0,12657.55,5187.0,658.26
2013-03-14,12501.5,12975.0,12390.0,12924.0,12923.9,11171.0,1420.07
2013-03-15,12917.0,13000.0,12685.05,12720.0,12711.9,6699.0,859.04
2013-03-18,12650.0,12680.0,12500.05,12582.0,12602.05,3817.0,479.97
2013-03-19,12724.8,12839.95,12138.3,12389.0,12394.6,9481.0,1176.6
2013-03-20,12302.0,12468.0,11901.0,11989.9,11966.5,9425.0,1140.16
2013-03-21,11976.0,12067.9,11602.05,11630.0,11674.0,11199.0,1327.29
2013-03-22,11799.45,11799.45,11510.0,11580.0,11610.05,5198.0,605.01
2013-03-25,11750.05,11810.05,11625.0,11625.0,11676.15,6320.0,740.19
2013-03-26,11742.0,11780.95,11263.0,11600.0,11617.95,7790.0,908.32
2013-03-28,11776.8,12238.0,11581.5,11957.95,11971.8,11383.0,1360.97
2013-04-01,12140.0,12140.0,11900.0,12047.5,12073.8,4792.0,576.07
2013-04-02,12180.0,12234.0,11972.0,12175.0,12190.85,5004.0,606.88
2013-04-03,12050.0,12567.2,11810.05,11933.0,11985.4,6627.0,809.83
2013-04-04,11935.0,12028.0,11750.0,11761.0,11772.8,5789.0,684.79
2013-04-05,11800.95,11970.0,11777.0,11959.5,11886.6,3660.0,434.24
2013-04-08,11801.0,11980.0,11780.25,11851.0,11827.8,2377.0,282.52
2013-04-09,11855.0,12116.35,11485.0,11600.0,11547.35,8057.0,947.67
2013-04-10,11512.0,11799.95,11432.4,11653.5,11694.95,6489.0,753.8
2013-04-11,11890.0,12567.2,11560.1,11600.5,11675.85,5808.0,679.32
2013-04-12,11680.0,11800.0,11450.0,11705.0,11713.3,3298.0,385.47
2013-04-15,11813.0,11979.65,11650.0,11900.05,11865.65,4344.0,515.44
2013-04-16,11876.45,12394.0,11876.45,12350.1,12349.75,17019.0,2067.18
2013-04-17,12549.0,12549.0,12201.0,12300.25,12303.6,11372.0,1401.34
2013-04-18,12304.0,12970.0,12270.0,12930.0,12901.45,32151.0,4077.56
2013-04-22,12930.0,13270.3,12801.0,13245.0,13224.55,15037.0,1959.88
2013-04-23,13224.0,13920.05,13050.0,13900.0,13827.7,30925.0,4184.56
2013-04-25,13815.05,14139.2,13568.35,13600.0,13672.65,44291.0,6106.7
2013-04-26,13700.0,13890.0,13450.0,13627.0,13592.7,11391.0,1553.31
2013-04-29,13627.0,13816.55,13600.0,13700.0,13663.45,11217.0,1536.24
2013-04-30,13820.0,13825.85,13118.0,13391.0,13379.35,12477.0,1681.83
2013-05-02,13450.0,13640.0,13305.0,13435.0,13395.3,12963.0,1749.28
2013-05-03,13550.0,13660.0,13280.0,13519.95,13567.5,15379.0,2077.95
2013-05-06,13588.35,14226.9,13405.05,14200.0,14118.8,24313.0,3369.4
2013-05-07,14170.0,14330.0,14042.1,14169.0,14183.95,18227.0,2589.31
2013-05-08,14210.0,14705.0,14016.0,14625.0,14616.7,29703.0,4289.95
2013-05-09,14600.0,14895.0,14512.3,14889.95,14739.95,19463.0,2867.29
2013-05-10,14752.0,15008.7,14720.05,14790.0,14837.5,14646.0,2174.9
2013-05-11,14852.0,14890.0,14732.8,14805.0,14832.1,1157.0,171.49
2013-05-13,14899.8,14900.0,14575.5,14652.85,14652.85,8509.0,1254.79
2013-05-14,14610.1,14928.75,14610.1,14830.0,14850.15,13029.0,1926.82
2013-05-15,14800.0,15250.0,14800.0,15146.0,15152.4,17167.0,2588.73
2013-05-16,15030.05,15329.95,15030.05,15194.0,15178.65,10937.0,1665.06
2013-05-17,15204.0,15204.0,14921.0,15000.0,14992.4,9062.0,1363.09
2013-05-20,15030.0,15220.0,14975.0,15018.0,15001.35,7887.0,1190.66
2013-05-21,14986.0,15250.0,14986.0,15229.85,15182.7,12352.0,1870.36
2013-05-22,15190.0,15499.0,15190.0,15379.0,15373.4,12226.0,1880.82
2013-05-23,15345.0,15375.0,14810.0,15026.3,14916.4,11765.0,1776.98
2013-05-24,15140.0,15380.0,14823.7,15330.0,15267.75,10207.0,1540.42
2013-05-27,15297.0,15450.0,15218.8,15350.0,15397.25,7563.0,1162.01
2013-05-28,15350.0,15450.0,15235.1,15400.0,15382.15,5521.0,847.64
2013-05-29,15448.0,15448.0,14916.0,15120.0,15141.05,9254.0,1399.43
2013-05-30,15142.0,15240.0,14900.0,14965.0,15005.45,11287.0,1700.06
2013-05-31,14960.0,15180.0,14871.1,14919.95,14895.1,6501.0,973.19
2013-06-03,14805.4,15138.0,14805.4,15060.0,15032.8,6048.0,908.39
2013-06-04,14979.9,15422.0,14920.25,15100.05,15169.35,11208.0,1706.21
2013-06-05,15050.0,15350.0,15050.0,15300.35,15274.7,8228.0,1253.15
2013-06-06,15150.0,15310.0,15108.0,15235.0,15200.6,4986.0,758.83
2013-06-07,15200.0,15359.9,14928.0,14985.0,14992.35,8512.0,1292.23
2013-06-10,15200.0,15210.0,14721.0,14721.0,14752.35,9016.0,1339.38
2013-06-11,14700.0,14719.8,14355.0,14441.0,14460.2,8600.0,1246.06
2013-06-12,14400.0,14775.45,14400.0,14700.0,14677.7,5765.0,843.0
2013-06-13,14470.0,14569.0,14257.1,14400.0,14331.35,7936.0,1146.01
2013-06-14,14325.0,14568.95,14213.0,14319.95,14311.9,7422.0,1066.47
2013-06-17,14399.0,14400.0,14145.35,14360.05,14298.1,5908.0,843.58
2013-06-18,14060.0,14394.75,14060.0,14136.0,14164.75,6162.0,877.7
2013-06-19,14230.0,14275.0,14020.0,14065.2,14109.15,8130.0,1149.72
2013-06-20,14050.0,14050.0,13620.0,13620.0,13769.25,8605.0,1189.77
2013-06-21,13700.0,13769.9,12700.05,13025.0,12933.15,19777.0,2584.44
2013-06-24,13000.0,13308.05,12180.0,12300.25,12305.9,17951.0,2250.32
2013-06-25,12598.0,12908.0,12251.0,12555.85,12652.55,18072.0,2282.6
2013-06-26,12759.9,12825.0,12280.8,12281.0,12355.3,6413.0,804.05
2013-06-27,12470.0,12709.95,12456.55,12565.0,12524.1,10913.0,1369.25
2013-06-28,12700.0,13019.95,12605.05,12830.0,12926.15,10404.0,1333.86
2013-07-01,12875.0,12980.0,12760.0,12940.0,12918.45,8718.0,1122.9
2013-07-02,12950.0,13084.0,12760.0,12788.0,12804.7,7963.0,1025.74
2013-07-03,12750.0,12750.05,12253.1,12305.0,12305.7,12296.0,1521.0
2013-07-04,12475.0,12553.0,12280.05,12460.0,12431.9,9049.0,1124.03
2013-07-05,12510.0,12661.5,12070.0,12240.0,12269.95,14767.0,1822.87
2013-07-08,12225.0,12299.95,12050.0,12220.0,12207.9,6574.0,801.17
2013-07-09,12498.0,12528.7,12260.0,12487.0,12475.95,8145.0,1010.7
2013-07-10,12450.0,12675.0,12435.0,12550.0,12501.15,7639.0,959.74
2013-07-11,12412.0,12744.6,12412.0,12610.0,12661.4,6834.0,865.39
2013-07-12,12701.0,12790.0,12523.8,12560.0,12605.2,4420.0,557.38
2013-07-15,12650.0,12908.9,12462.2,12874.0,12837.85,8679.0,1106.0
2013-07-16,12709.0,12799.0,12511.0,12550.0,12576.85,5238.0,664.09
2013-07-17,12715.0,12735.0,12455.6,12586.0,12594.5,11901.0,1496.68
2013-07-18,12725.0,13650.0,12600.1,13615.0,13588.35,28775.0,3826.55
2013-07-19,13650.0,14278.8,13611.0,13751.0,13819.6,38653.0,5405.86
2013-07-22,13690.0,14450.0,13690.0,14420.0,14397.25,28065.0,3983.13
2013-07-23,14411.0,14813.95,14300.0,14375.0,14386.5,23879.0,3484.43
2013-07-24,14299.0,14620.0,13682.0,13785.0,13811.35,20715.0,2918.66
2013-07-25,13780.0,14723.7,13640.1,13865.0,13850.15,71698.0,10173.58
2013-07-26,14149.0,14187.0,13702.1,13760.0,13793.4,23941.0,3343.37
2013-07-29,13793.4,13933.2,13600.0,13612.0,13637.2,10653.0,1463.69
2013-07-30,13725.0,13754.7,13110.05,13136.0,13181.3,12290.0,1646.44
2013-07-31,13197.0,13325.0,12770.3,13315.0,13217.45,15135.0,1974.97
2013-08-01,13495.0,13495.0,12725.0,12755.0,12855.8,13259.0,1732.02
2013-08-02,12947.0,13069.0,12631.0,12702.0,12735.25,11869.0,1525.01
2013-08-05,12795.0,12975.0,12601.0,12752.65,12744.55,10062.0,1286.24
2013-08-06,12745.0,12745.0,12311.0,12500.0,12504.05,10813.0,1356.54
2013-08-07,12403.0,12946.2,12403.0,12860.0,12846.45,8913.0,1135.23
2013-08-08,12722.0,13134.7,12722.0,12960.95,12984.85,6727.0,874.31
2013-08-12,13220.0,13500.0,13002.05,13476.25,13450.05,12389.0,1644.71
2013-08-13,13470.0,14211.0,13373.1,14177.0,14134.75,23485.0,3275.69
2013-08-14,14200.0,14332.95,14035.0,14155.05,14173.95,10459.0,1481.27
2013-08-16,14199.0,14264.4,13310.05,13396.0,13409.85,12492.0,1706.75
2013-08-19,13400.0,13400.0,12800.05,13050.0,13114.85,8885.0,1164.07
2013-08-20,13000.0,13516.0,12820.0,13495.0,13475.2,13769.0,1832.24
2013-08-21,13625.0,13817.85,12860.05,12930.0,12953.75,12172.0,1628.16
2013-08-22,12824.0,13292.0,12716.4,13069.0,13044.8,12661.0,1648.89
2013-08-23,12951.0,13319.0,12950.0,13190.0,13202.25,8894.0,1169.7
2013-08-26,13205.0,13375.75,13124.0,13250.0,13237.2,7335.0,972.17
2013-08-27,13250.0,13250.0,12851.05,12994.8,12901.65,4267.0,554.81
2013-08-28,12801.0,12988.8,12550.0,12926.0,12925.1,7384.0,944.07
2013-08-29,13000.0,13239.3,12905.15,13099.8,13127.95,11233.0,1469.58
2013-08-30,13070.0,13230.0,12780.6,12870.0,12893.95,9495.0,1234.85
2013-09-02,12940.0,13668.0,12940.0,13668.0,13582.55,17007.0,2268.08
2013-09-03,13690.0,13780.05,13000.0,13006.0,13033.25,14466.0,1933.87
2013-09-04,13188.0,13536.15,13050.0,13415.0,13421.55,10306.0,1368.03
2013-09-05,13637.0,13715.0,13020.4,13068.0,13101.45,17924.0,2393.11
2013-09-06,13200.0,13280.0,12950.0,12990.0,12985.85,12822.0,1682.66
2013-09-10,13100.0,13300.0,13051.0,13070.0,13076.3,12922.0,1695.72
2013-09-11,13176.3,13176.3,12740.0,12780.0,12788.8,17882.0,2301.24
2013-09-12,12900.0,13130.65,12711.05,12900.0,12893.1,13541.0,1752.97
2013-09-13,12924.0,13039.9,12760.0,12800.1,12823.8,7066.0,910.61
2013-09-16,13154.0,13154.0,12725.05,12844.95,12821.8,6917.0,890.33
2013-09-17,12872.0,12925.45,12735.0,12880.0,12824.4,5343.0,685.48
2013-09-18,12921.0,12981.9,12820.0,12839.9,12859.15,3457.0,444.9
2013-09-19,13099.0,13278.0,12902.35,13150.0,13169.35,13448.0,1765.4
2013-09-20,13180.0,13369.65,12670.0,12955.0,12990.6,14535.0,1895.85
2013-09-23,12950.0,12960.3,12826.0,12826.0,12851.05,4005.0,515.6
2013-09-24,12839.15,13060.0,12801.0,12825.0,12842.7,5981.0,772.66
2013-09-25,12845.0,12980.0,12800.0,12824.0,12833.1,7020.0,902.56
2013-09-26,12783.0,12949.9,12720.0,12860.0,12792.05,7877.0,1011.47
2013-09-27,12855.0,13722.0,12830.0,13500.0,13472.55,42694.0,5735.25
2013-09-30,13311.05,13580.0,13301.0,13380.0,13385.05,10736.0,1444.39
2013-10-01,13385.05,13950.0,13290.0,13860.0,13855.65,24791.0,3401.78
2013-10-03,13944.3,14666.0,13930.0,14540.0,14549.25,33072.0,4747.09
2013-10-04,14455.0,14671.0,14235.7,14381.1,14389.05,25383.0,3666.43
2013-10-07,14400.1,14899.0,14300.0,14851.5,14824.05,22347.0,3297.22
2013-10-08,14999.0,15135.65,14700.5,14932.95,14991.4,22885.0,3422.64
2013-10-09,14890.0,14998.0,14717.05,14849.5,14867.45,10139.0,1511.82
2013-10-10,14850.0,14949.0,14630.0,14665.0,14671.55,8993.0,1328.76
2013-10-11,14800.0,15300.0,14760.1,15122.0,15184.35,21395.0,3239.46
2013-10-14,15100.0,15450.0,15050.1,15310.0,15335.75,14462.0,2213.48
2013-10-15,15400.0,15437.95,15030.4,15150.0,15086.9,8313.0,1263.69
2013-10-17,15149.0,15300.0,15057.6,15149.0,15114.8,5976.0,906.6
2013-10-18,15149.0,15339.95,15024.25,15250.0,15265.55,6255.0,952.38
2013-10-21,15201.0,15385.65,15150.0,15305.0,15297.8,6679.0,1022.46
2013-10-22,15120.0,15824.8,15100.0,15700.0,15721.9,18214.0,2856.78
2013-10-23,15702.0,15849.0,15479.95,15650.0,15638.9,8284.0,1296.59
2013-10-24,15674.3,15950.0,15526.0,15635.0,15643.65,11473.0,1805.91
2013-10-25,15487.0,15690.0,15376.15,15437.0,15472.65,6306.0,978.43
2013-10-28,15305.0,15649.95,15300.0,15350.0,15353.5,3430.0,528.75
2013-10-29,15400.0,15653.9,15301.1,15530.1,15541.1,6719.0,1042.46
2013-10-30,15594.0,15787.0,15510.0,15611.0,15645.45,6114.0,957.16
2013-10-31,15600.0,15800.0,15589.95,15661.0,15751.1,11279.0,1769.68
2013-11-01,15779.0,16144.0,15640.7,15990.1,16020.4,11597.0,1851.44
2013-11-03,16100.0,16199.0,16010.0,16080.0,16094.7,1989.0,320.52
2013-11-05,15962.0,16744.7,15852.0,16685.0,16646.25,20876.0,3428.4
2013-11-06,16663.05,16840.0,16422.0,16431.55,16466.6,11521.0,1918.39
2013-11-07,16599.0,16599.0,16151.0,16170.1,16182.85,5133.0,838.57
2013-11-08,16200.0,16540.0,16134.05,16355.0,16404.0,4997.0,818.61
2013-11-11,16211.7,16770.0,16211.7,16620.0,16591.45,10840.0,1794.22
2013-11-12,16501.0,16700.0,16340.0,16340.1,16417.3,11747.0,1939.87
2013-11-13,16300.0,16699.0,16300.0,16500.0,16507.2,8924.0,1474.88
2013-11-14,16598.95,16690.5,16500.0,16525.0,16523.4,3241.0,537.44
2013-11-18,16730.0,17020.0,16525.15,16999.0,16977.9,10136.0,1710.16
2013-11-19,16950.0,17210.0,16900.05,16965.0,16982.65,13077.0,2230.66
2013-11-20,17050.0,17179.65,16791.85,16930.0,16861.9,8068.0,1369.3
2013-11-21,17077.0,17078.0,16810.6,16880.0,16836.3,6485.0,1097.58
2013-11-22,17034.0,17085.0,16723.0,16865.95,16851.2,5579.0,942.31
2013-11-25,17040.0,17199.0,16960.0,17157.0,17155.35,5655.0,966.11
2013-11-26,17055.0,17759.0,17030.0,17670.0,17668.4,17379.0,3027.77
2013-11-27,17700.1,17930.0,17594.25,17730.0,17696.8,13062.0,2318.2
2013-11-28,17725.0,18025.0,17480.0,17520.0,17552.15,21944.0,3902.62
2013-11-29,17499.0,17500.0,17070.0,17400.0,17348.9,28894.0,4988.36
2013-12-02,17487.0,17487.0,17211.0,17367.05,17364.5,9107.0,1582.39
2013-12-03,17312.0,17438.0,17118.0,17250.1,17265.05,8181.0,1414.79
2013-12-04,17308.0,17548.85,17150.0,17390.0,17406.8,14145.0,2461.94
2013-12-05,17520.0,17625.0,17351.0,17519.95,17494.95,10441.0,1826.08
2013-12-06,17500.0,17885.0,17422.0,17800.0,17830.2,11593.0,2048.87
2013-12-09,17898.9,17994.95,17680.05,17712.0,17735.1,8333.0,1481.81
2013-12-10,17689.85,18585.0,17555.2,18560.0,18513.5,24207.0,4392.16
2013-12-11,18410.0,19210.0,18101.9,19210.0,19115.95,30552.0,5774.95
2013-12-12,19012.0,19770.0,19012.0,19485.0,19567.35,43211.0,8411.06
2013-12-13,19450.0,19874.0,19020.0,19060.1,19124.2,47209.0,9176.48
2013-12-16,19100.0,19840.0,19100.0,19803.0,19786.85,26995.0,5282.66
2013-12-17,19813.0,20199.0,19620.0,19800.0,19744.6,26880.0,5353.62
2013-12-18,19820.0,20075.0,19760.1,19931.0,19898.05,17134.0,3412.95
2013-12-19,19979.0,20106.75,19710.0,19781.05,19795.35,10036.0,1991.66
2013-12-20,19750.0,20225.0,19675.25,19730.0,19831.25,32238.0,6439.77
2013-12-23,19735.0,19880.0,19511.0,19630.0,19627.1,14093.0,2781.72
2013-12-24,19760.0,19849.8,19541.3,19585.0,19603.9,12728.0,2508.47
2013-12-26,19623.65,19779.75,19000.05,19045.0,19072.95,23870.0,4608.41
2013-12-27,19149.0,19449.35,19120.0,19424.0,19408.6,15268.0,2949.93
2013-12-30,19590.0,19629.95,19180.0,19192.05,19260.6,15356.0,2985.27
2013-12-31,19347.0,19439.95,19170.1,19356.0,19364.4,8550.0,1650.52
2014-01-01,19399.0,19499.9,19216.0,19220.0,19276.95,6371.0,1232.39
2014-01-02,19366.0,19444.0,18956.3,18988.0,19019.85,10813.0,2076.72
2014-01-03,19001.0,19249.0,18905.1,19150.0,19162.65,11415.0,2172.85
2014-01-06,19174.0,19439.95,19046.1,19210.0,19287.95,13030.0,2509.8
2014-01-07,19349.0,19450.0,19056.05,19130.0,19120.35,7225.0,1390.29
2014-01-08,19170.0,19300.0,19000.0,19070.0,19075.95,6721.0,1286.54
2014-01-09,19150.0,19249.95,19023.3,19170.0,19153.1,6314.0,1208.11
2014-01-10,19105.0,19299.9,19002.0,19120.0,19101.5,6476.0,1240.33
2014-01-13,19170.0,19289.95,18925.5,19162.0,19124.75,7724.0,1476.98
2014-01-14,19170.0,19420.0,19103.05,19350.0,19264.25,8600.0,1658.54
2014-01-15,19519.0,19519.0,19210.0,19270.0,19271.85,2863.0,552.77
2014-01-16,19271.85,19920.0,19151.0,19870.45,19824.8,18815.0,3661.55
2014-01-17,19899.0,20155.0,19421.0,19502.3,19522.75,17950.0,3554.65
2014-01-20,19551.0,19733.55,19422.0,19597.0,19610.8,8857.0,1734.68
2014-01-21,19612.0,19769.95,19560.0,19611.0,19624.7,5115.0,1004.95
2014-01-22,19624.7,20049.0,19570.0,20015.0,19953.0,9540.0,1893.9
2014-01-23,20050.0,20149.0,19370.0,19380.1,19408.85,12486.0,2455.75
2014-01-24,19549.0,19550.0,19211.2,19230.0,19249.75,6638.0,1282.24
2014-01-27,19175.0,19244.95,18740.0,18794.4,18804.7,7680.0,1453.62
2014-01-28,18785.75,19148.65,18645.0,18990.0,19034.35,5420.0,1023.35
2014-01-29,19000.0,19150.0,18855.3,19000.0,18948.65,3995.0,760.41
2014-01-30,18900.0,19247.5,18670.0,19199.0,19030.1,4941.0,931.5
2014-01-31,19287.0,19530.0,19112.3,19500.0,19433.95,8039.0,1553.6
2014-02-03,19450.0,19850.0,19350.0,19700.0,19676.75,11770.0,2315.41
2014-02-04,19470.0,20020.0,19305.0,19950.0,19895.15,10185.0,2010.94
2014-02-05,19906.0,20125.0,19730.0,19997.4,19925.45,12958.0,2582.75
2014-02-06,19835.0,20060.0,18985.0,19000.0,19378.35,33650.0,6561.73
2014-02-07,19050.0,19250.0,18686.4,18760.0,18807.8,18591.0,3530.79
2014-02-10,18944.0,19159.95,18740.0,18880.0,18832.65,10721.0,2028.4
2014-02-11,19085.0,19210.0,18911.05,19108.0,19161.95,8957.0,1708.5
2014-02-12,19250.0,19250.0,18900.2,19200.0,19182.45,4156.0,796.01
2014-02-13,19050.0,19224.0,18830.55,18830.55,18890.3,5702.0,1082.97
2014-02-14,18900.0,19098.95,18703.0,18868.6,18897.6,4215.0,796.47
2014-02-17,18850.0,19089.5,18771.15,18856.0,18890.7,3417.0,645.33
2014-02-18,18710.0,18999.95,18701.8,18827.6,18850.15,3788.0,715.8
2014-02-19,18732.0,19200.0,18732.0,19151.0,19113.25,4301.0,817.68
2014-02-20,18913.0,19194.0,18802.0,18802.05,18834.3,6359.0,1206.59
2014-02-21,18840.0,19120.5,18840.0,18910.0,18918.0,7264.0,1377.48
2014-02-24,18914.0,19172.35,18910.0,19000.0,19002.55,3717.0,706.81
2014-02-25,19002.0,19175.0,18991.7,19060.0,19085.75,4038.0,769.55
2014-02-26,19091.25,19220.0,19000.0,19023.0,19026.55,7390.0,1409.9
2014-02-28,19045.7,19198.0,19020.0,19021.15,19086.75,3463.0,660.76
2014-03-03,19010.0,19200.0,19000.2,19070.0,19098.75,4444.0,849.89
2014-03-04,19190.0,19699.9,19075.0,19601.0,19633.35,12180.0,2370.72
2014-03-05,19699.9,19749.95,19421.0,19450.0,19478.55,6462.0,1263.86
2014-03-06,19499.0,20550.05,19448.0,20420.0,20367.6,19966.0,3987.3
2014-03-07,20460.0,20625.0,20240.0,20400.0,20412.35,12453.0,2542.56
2014-03-10,20400.0,20780.0,20150.05,20780.0,20663.0,9041.0,1860.72
2014-03-11,20679.95,20975.0,20560.05,20781.1,20785.9,14300.0,2967.83
2014-03-12,20605.0,20950.0,20605.0,20756.1,20844.4,15839.0,3291.33
2014-03-13,20850.0,20980.0,20595.0,20688.0,20671.05,7729.0,1610.72
2014-03-14,20700.0,21100.0,20530.0,21100.0,20943.45,6703.0,1391.27
2014-03-18,21095.0,21650.3,20760.5,21570.0,21591.85,17091.0,3645.73
2014-03-19,21670.0,21790.0,21450.05,21585.0,21583.15,9292.0,2010.28
2014-03-20,21585.0,21604.9,21270.6,21320.0,21453.8,4633.0,992.56
2014-03-21,21351.0,22450.0,21351.0,22300.5,22300.9,30470.0,6742.33
2014-03-22,22355.0,22570.0,22301.0,22502.0,22496.25,3429.0,770.51
2014-03-24,22518.9,22588.95,22065.0,22071.0,22167.05,11344.0,2522.99
2014-03-25,22294.0,22450.0,22000.0,22050.0,22205.7,22250.0,4950.68
2014-03-26,22239.9,22320.0,21770.0,21876.6,21863.7,13012.0,2856.3
2014-03-27,21701.0,22156.0,20773.35,21165.0,21118.35,21138.0,4521.35
2014-03-28,21350.0,21674.0,21151.0,21580.0,21459.15,9983.0,2131.41
2014-03-31,21685.0,21988.8,21459.15,21661.0,21788.75,7958.0,1729.76
2014-04-01,21810.7,21974.9,21610.0,21631.0,21669.35,5416.0,1177.14
2014-04-02,21910.0,22344.0,21651.25,22320.0,22276.35,16004.0,3522.09
2014-04-03,22399.0,22399.2,21931.0,22160.0,22216.95,10453.0,2315.69
2014-04-04,22222.0,22477.8,22010.0,22381.0,22379.9,10538.0,2348.62
2014-04-07,22326.75,22488.0,22251.0,22300.0,22290.7,6469.0,1445.38
2014-04-09,22305.0,22525.0,22180.0,22380.0,22388.25,4261.0,954.59
2014-04-10,22599.0,22749.0,21969.95,22149.9,22146.75,12285.0,2757.32
2014-04-11,22200.0,22998.9,22140.0,22998.9,22837.35,11515.0,2600.12
2014-04-15,22850.0,23500.0,22800.05,23475.0,23464.2,16263.0,3779.51
2014-04-16,23400.0,23690.0,23350.0,23555.0,23454.95,9293.0,2189.66
2014-04-17,23450.25,23835.0,23450.25,23701.5,23750.05,12911.0,3053.31
2014-04-21,23773.9,23899.0,23350.0,23506.0,23568.25,9145.0,2165.08
2014-04-22,23600.0,25925.05,21380.0,22800.0,22228.6,71887.0,16116.4
2014-04-23,22088.0,22483.95,21511.0,21720.0,21697.4,46676.0,10272.39
2014-04-25,21500.0,22000.0,20251.0,20260.0,20428.5,48382.0,10101.9
2014-04-28,20399.0,20924.95,19816.1,20730.0,20656.35,40884.0,8391.97
2014-04-29,20735.0,20999.0,20525.0,20700.0,20721.55,10505.0,2181.57
2014-04-30,20678.0,20890.0,20375.0,20550.0,20528.55,7578.0,1562.86
2014-05-02,20575.0,20790.05,20502.5,20714.0,20714.0,6697.0,1385.59
2014-05-05,20677.0,20930.0,20607.0,20645.0,20641.05,3462.0,717.65
